Super_Built_up_Area,Area,Carpet_Area,Floor_Number,Parking,Furnishing,Location,Bathrooms,Bedrooms,Balconies,Price
,895,665,12,,1,Mulund West,2,1,2,140
1510,,987,12,1,2,Mulund West,3,1,3,165
1251,,,4,,2,Mulund West,2,1,2,200
,,,2,5,2,Mulund West,8,1,8,900
625,,,2,1,1,Mulund West,1,0,2,98
1165,,732,10,1,2,Mulund West,2,3,2,180
1450,1400,840,20,1,1,Mulund West,3,3,3,183
1120,,659,10,1,2,Mulund West,2,0,2,110
1000,,650,19,2,2,Mulund West,2,2,2,130
1102,,700,8,1,2,Mulund West,2,2,2,135
800,700,600,2,1,2,Mulund West,1,1,2,104
1465,1250,925,9,1,1,Mulund West,3,3,2,231
,1029,737,13,1,,Mulund West,2,0,2,210
1500,1425,925,9,1,1,Mulund West,3,1,2,220
,350,290,1,1,,Mulund West,1,0,1,65
1475,,1017,6,2,,Mulund West,2,2,2,242
910,900,700,10,2,,Mulund West,2,0,2,145
557,,337,10,1,2,Mulund West,1,2,2,61.5
,660,,6,,,Mulund West,1,0,2,130
1740,,1050,4,1,1,Mulund West,3,3,3,234
,580,,8,,,Mulund West,1,,2,95
2400,2229,1435,10,1,1,Mulund West,2,3,4,345
,1250,765,20,1,0,Mulund West,0,2,2,201
1475,,1017,26,1,,Mulund West,1,2,2,248
,1475,1017,25,1,,Mulund West,1,2,3,248
,900,710,6,2,,Mulund West,0,2,2,149
,,774,8,1,,Mulund West,0,3,3,225
,1750,1250,2,1,1,Mulund West,1,2,2,275
635,,425,3,1,,Mulund West,2,2,1,128
,530,400,5,,1,Mulund West,0,1,1,85
,630,400,2,1,0,Mulund West,0,1,1,110
450,449,390,3,,,Mulund West,0,1,1,89
520,500,450,1,2,1,Mulund West,1,2,1,95
1288,1188,782,8,1,2,Mulund West,1,2,3,185
,,400,1,1,0,Mulund West,0,1,1,87
915,,,4,1,2,Mulund West,0,2,2,155
,950,,4,,2,Mulund West,1,2,2,140
999,,726,16,1,1,Mulund West,0,2,2,175
990,900,600,11,1,2,Mulund West,1,2,2,149
1960,1800,1157,27,1,2,Mulund West,3,3,3,244
1205,1105,696,7,1,1,Mulund West,1,2,2,127
495,,300,1,1,2,Mulund West,0,2,1,64
,,659,10,1,1,Mulund West,1,2,2,119
495,,300,10,1,0,Mulund West,0,1,1,72
,,695,15,1,,Mulund West,3,2,2,140
,1930,1830,,1,,Mulund West,1,3,3,225
,1186,,3,1,,Mulund West,1,3,3,300
,,1048,4,1,,Mulund West,0,3,3,225
1368,,,29,1,,Mulund West,2,2,2,230
,,393,8,1,2,Mulund West,0,2,1,66.81
1150,,,3,,0,Mulund West,0,2,2,178
,,393,8,1,2,Mulund West,0,2,1,66.81
948,,730,19,1,1,Mulund West,0,2,2,165
850,,603,4,1,2,Mulund West,0,2,2,160
,,780,1,1,2,Mulund West,0,2,2,141
910,900,680,3,1,,Mulund West,0,2,2,135
,,1012,12,1,2,Mulund West,1,3,3,225
981,980,726,5,1,2,Mulund West,0,2,2,130
960,,,2,1,1,Mulund West,1,2,2,175
1740,,,12,1,2,Mulund West,3,3,3,265
,,2150,5,1,2,Mulund West,0,4,4,461
600,500,450,6,2,1,Mulund West,1,2,1,90
,460,,,1,,Mulund West,0,1,1,85
,,1200,14,1,,Mulund West,0,2,2,135
875,,650,10,1,1,Mulund West,3,2,2,132
,1370,1035,5,1,,Mulund West,0,3,3,190
,1250,765,7,1,,Mulund West,1,2,2,200
1865,,1207,9,1,,Mulund West,1,3,3,300
600,500,400,,1,2,Mulund West,1,1,1,80
1296,,960,8,1,1,Mulund West,0,3,3,245
,990,726,5,2,,Mulund West,0,2,2,170
575,,465,4,1,1,Mulund West,0,1,1,75
,,481,3,1,2,Mulund West,0,2,1,115
840,,,1,1,0,Mulund West,1,2,2,140
,950,850,3,1,,Mulund West,1,2,2,185
,1296,990,15,2,,Mulund West,0,3,3,250
,,912,9,2,2,Mulund West,0,3,3,210
,,663,8,1,2,Mulund West,0,2,2,150
1580,1480,958,34,1,2,Mulund West,1,3,3,256
,900,681,15,2,,Mulund West,0,2,2,160
,1900,1350,,2,0,Mulund West,0,3,4,400
,,690,7,1,2,Mulund West,1,2,2,150
963,,,19,1,2,Mulund West,2,2,2,195
595,,400,18,,,Mulund West,0,2,1,95
1995,,,15,1,2,Mulund West,2,5,4,355
1995,,,15,1,0,Mulund West,2,4,4,405
,,2500,33,2,2,Mulund West,0,5,5,802
,,2000,14,2,2,Mulund West,0,4,4,607
915,,630,14,1,1,Mulund West,3,2,2,158
963,,670,20,1,1,Mulund West,3,2,2,159
963,,650,15,1,,Mulund West,3,2,2,158
2160,1960,1218,4,1,0,Mulund West,1,4,3,330
,2200,,20,1,0,Mulund West,3,4,3,495
,,452,14,1,0,Mulund West,2,2,1,115
1200,,,1,1,,Mulund West,1,3,3,250
,580,,7,,,Mulund West,0,1,1,110
1200,1000,800,3,1,,Mulund West,2,1,2,170
,,1500,0,1,,Mulund West,2,3,5,225
,900,840,2,1,0,Mulund West,0,2,2,150
,1600,,1,1,0,Mulund West,2,3,3,190
,1200,,1,1,0,Mulund West,2,3,3,270
350,,,3,,0,Mulund West,0,1,1,74.5
,935,,1,1,2,Mulund West,1,2,2,200
1000,,700,7,1,,Mulund West,0,2,2,200
,775,626,5,2,,Mulund West,0,2,2,155
390,,,4,,0,Mulund West,0,1,1,70
1370,,,12,,,Mulund West,,3,3,265
,,380,1,,,Mulund West,1,1,0,42
,550,,4,1,,Mulund West,1,1,0,35
,500,383,3,,1,Mulund West,1,1,0,85
800,,,2,1,2,Mulund West,2,2,0,130
,,,1,1,,Mulund West,3,2,0,115
,650,,2,1,2,Mulund West,1,1,0,91
1750,,1250,2,1,0,Mulund West,3,3,1,300
,,480,4,,1,Mulund West,1,1,0,68
900,,,6,1,,Mulund West,3,2,0,225
,350,,2,,,Mulund West,1,1,1,71.5
,935,670,7,1,,Mulund West,2,2,1,221
1600,1200,1000,6,1,0,Mulund West,3,3,0,270
,81,,,,,Mulund West,2,2,0,180
,,380,,1,,Mulund West,1,1,0,105
,1152,873,3,1,0,Mulund West,3,3,3,250
,,450,2,1,0,Mulund West,1,2,0,65
989,,,17,1,,Mulund West,2,2,3,195
1080,980,655,20,1,2,Mulund West,2,2,1,158
,1110,694,14,1,1,Mulund West,2,2,1,149
,500,,4,1,1,Mulund West,1,1,2,123
1165,950,732,14,1,2,Mulund West,2,2,2,199
,370,,1,20,0,Mulund West,1,1,0,75
960,,786,10,1,0,Mulund West,2,2,0,185
900,875,750,3,1,2,Mulund West,2,2,1,130
1960,1900,1218,12,2,0,Mulund West,4,3,3,330
,625,545,5,1,1,Mulund West,1,1,1,125
1251,1240,755,29,1,,Mulund West,2,2,1,170
1475,,1017,10,2,2,Mulund West,2,3,1,230
1865,,1207,10,2,0,Mulund West,3,3,1,290
1475,,1017,12,1,0,Mulund West,2,2,1,230
3070,,,14,3,,Mulund West,4,4,0,427
1041,,630,10,1,0,Mulund West,2,2,0,162
,1205,730,31,1,1,Mulund West,2,2,1,159
,1200,884,28,1,2,Mulund West,3,3,3,217
1200,,787,22,2,,Mulund West,2,2,1,176
2500,,,1,2,,Mulund West,1,1,1,113
,,350,8,1,2,Mulund West,1,1,1,61
,,315,5,1,2,Mulund West,1,1,1,55
,500,420,3,1,,Mulund West,1,1,0,85
1465,1250,925,6,1,,Mulund West,2,3,3,245
1800,1500,1200,3,1,,Mulund West,3,3,2,275
400,,305,3,,2,Mulund West,1,1,0,59
1165,950,732,5,1,0,Mulund West,2,2,2,230
1165,950,732,13,1,2,Mulund West,2,2,2,198
1670,,,13,2,,Mulund West,3,3,1,301
,,375,,1,,Mulund West,1,1,1,42
,600,440,2,1,,Mulund West,1,1,0,95
,1296,990,15,2,,Mulund West,3,3,0,250
,990,726,19,2,,Mulund West,2,2,0,185
,500,450,3,1,1,Mulund West,1,1,3,90
,460,,1,,,Mulund West,2,1,0,81
,490,440,3,1,1,Mulund West,2,1,0,75
,900,,7,,,Mulund West,2,2,0,145
,550,,4,,,Mulund West,2,1,0,81
,330,,2,,2,Mulund West,2,1,0,50
,600,,2,1,,Mulund West,1,1,0,103
,500,430,3,1,,Mulund West,1,1,0,85
,880,700,4,1,,Mulund West,2,2,3,120
,,640,5,1,,Mulund West,2,2,0,165
3070,,1865,10,3,0,Mulund West,5,4,1,436
1740,,1095,10,1,,Mulund West,3,3,3,270
,1181,732,10,1,1,Mulund West,2,2,2,190
1000,960,750,4,1,2,Mulund West,2,2,2,125
1000,950,750,2,2,0,Mulund West,2,2,1,190
1000,900,710,6,2,,Mulund West,2,2,1,149
,,482,12,1,2,Mulund West,1,1,0,113
1245,1050,725,13,1,1,Mulund West,2,2,0,190
,1960,1218,30,2,2,Mulund West,4,3,3,330
1740,,1052,10,2,,Mulund West,3,3,3,240
1190,1090,720,10,1,2,Mulund West,2,2,1,136
,851,,4,2,1,Prabhadevi,2,2,0,375
,1850,1230,14,1,1,Prabhadevi,3,3,2,1000
2400,2000,1500,14,2,,Prabhadevi,4,4,3,805
1200,1000,800,2,1,,Prabhadevi,2,2,1,390
,1500,1050,7,1,0,Prabhadevi,3,3,0,720
1750,1700,1250,18,2,,Prabhadevi,3,3,1,650
4165,3700,2800,19,3,2,Prabhadevi,4,4,3,1500
1300,1200,800,15,2,2,Prabhadevi,2,2,0,415
3200,,,13,2,,Prabhadevi,5,4,0,1350
1800,,,4,1,1,Prabhadevi,3,3,2,750
2976,,,40,3,2,Prabhadevi,5,4,3,555
1000,950,710,4,1,,Prabhadevi,2,2,0,400
1050,900,775,7,1,,Prabhadevi,2,2,1,400
3018,,,11,2,1,Prabhadevi,3,3,3,1050
1100,,,7,1,2,Prabhadevi,2,2,0,365
4250,3250,1892,16,2,2,Prabhadevi,4,4,2,1350
,,1450,19,2,1,Prabhadevi,4,3,2,625
1385,1100,800,4,1,,Prabhadevi,2,2,1,425
,,730,3,,,Prabhadevi,2,2,0,300
3600,,2600,7,3,,Prabhadevi,4,4,3,1050
1500,1208,1100,12,1,,Prabhadevi,4,3,0,850
3018,,2100,12,1,1,Prabhadevi,3,3,3,950
1840,1700,1250,6,2,,Prabhadevi,3,3,0,700
1500,1250,960,5,1,,Prabhadevi,2,2,0,600
,,1206,3,1,2,Prabhadevi,3,3,1,800
1840,,1240,7,2,1,Prabhadevi,3,3,0,700
1350,1200,1050,4,1,,Prabhadevi,4,3,0,750
900,,,3,1,0,Prabhadevi,3,3,2,400
3018,,,17,2,,Prabhadevi,3,3,2,1000
2285,,,18,2,,Prabhadevi,3,3,2,850
2100,,1600,8,2,2,Prabhadevi,4,3,0,850
1440,,,1,1,,Prabhadevi,3,2,0,565
1200,1000,800,11,1,,Prabhadevi,3,2,0,700
,550,440,2,1,2,Prabhadevi,1,1,1,175
900,,720,1,1,0,Prabhadevi,2,2,0,335
1000,,,6,1,,Prabhadevi,2,2,0,550
,1375,,8,1,1,Prabhadevi,2,2,0,775
1840,,,5,2,1,Prabhadevi,3,3,0,700
1250,,,,1,,Prabhadevi,2,2,1,550
4200,3500,2800,20,3,2,Prabhadevi,5,4,3,1275
3018,,2100,12,1,2,Prabhadevi,3,3,3,1000
2122,,1485,12,1,1,Prabhadevi,3,3,3,670
,,720,5,1,,Prabhadevi,2,2,0,400
2122,,1485,13,1,1,Prabhadevi,3,3,3,670
1530,,1150,16,2,0,Prabhadevi,3,3,1,700
,1457,,1,1,1,Prabhadevi,3,3,0,700
,,575,4,1,,Prabhadevi,1,1,0,250
2187,,,21,2,2,Prabhadevi,3,3,2,640
1730,1700,1150,17,2,1,Prabhadevi,3,3,1,720
,,2394,7,1,1,Prabhadevi,3,3,2,750
2500,,1500,7,2,,Prabhadevi,4,3,0,750
,,1600,19,2,,Prabhadevi,3,3,0,900
4290,3770,2600,21,3,1,Prabhadevi,4,4,1,1050
2054,,,20,2,1,Prabhadevi,4,3,2,925
2650,,1890,,2,,Prabhadevi,5,4,2,1350
900,,850,7,,,Santacruz East,1,1,2,145
350,,300,2,,2,Santacruz East,1,1,1,82
656,533,410,3,1,2,Santacruz East,1,1,0,115
1440,1170,910,2,1,2,Santacruz East,3,3,3,300
600,500,475,2,1,2,Santacruz East,1,1,0,105
1400,1300,850,4,1,2,Santacruz East,2,3,3,200
,,450,2,1,,Santacruz East,2,1,0,125
1000,850,675,6,1,1,Santacruz East,2,2,3,170
1194,970,746,4,1,2,Santacruz East,2,2,0,220
,300,250,,,2,Santacruz East,1,1,0,80
,,414,3,1,2,Santacruz East,1,1,1,110
950,725,470,8,1,,Santacruz East,1,1,1,132
,,650,4,1,2,Santacruz East,2,2,0,160
,,600,,,,Santacruz East,2,2,1,220
,650,,4,,2,Santacruz East,1,2,0,150
1350,960,800,3,1,,Santacruz East,3,3,0,240
1280,1040,800,3,1,2,Santacruz East,1,2,3,200
1300,1270,779,3,1,1,Santacruz East,3,3,0,231
,,380,1,,,Santacruz East,1,1,0,85
,,310,6,1,2,Santacruz East,1,1,0,84
1200,1100,900,4,1,,Santacruz East,2,2,0,280
650,620,430,5,1,0,Santacruz East,2,1,1,125
1280,1040,800,5,1,2,Santacruz East,2,2,0,200
1050,850,655,4,1,2,Santacruz East,2,2,2,210
1100,1050,670,3,1,2,Santacruz East,2,2,0,197
967,,657,7,1,,Santacruz East,2,2,2,210
600,500,400,4,,2,Santacruz East,2,1,0,125
980,880,627,3,1,2,Santacruz East,2,2,0,191
967,,634,6,1,2,Santacruz East,2,2,2,211
625,550,450,6,1,,Santacruz East,2,1,0,130
,,650,4,1,2,Santacruz East,2,2,0,215
1520,1235,950,4,1,2,Santacruz East,3,3,3,280
1300,1280,801,3,1,2,Santacruz East,3,3,0,221
967,,654,8,1,2,Santacruz East,2,2,3,210
1320,,886,9,1,,Santacruz East,3,3,2,290
850,800,650,4,1,,Santacruz East,2,2,0,175
1415,1401,802,3,1,,Santacruz East,2,3,0,225
,530,440,2,1,1,Santacruz East,1,1,0,135
900,,650,2,1,,Santacruz East,2,2,0,220
600,500,400,5,,,Santacruz East,2,1,0,120
,,634,5,1,1,Santacruz East,2,2,1,215
,530,440,1,1,,Santacruz East,1,1,0,145
,540,460,2,1,,Santacruz East,1,1,0,148
,660,550,2,1,1,Santacruz East,1,1,0,150
1456,,997,7,1,2,Santacruz East,3,3,3,310
1320,,879,8,1,2,Santacruz East,3,3,2,290
,540,450,1,1,2,Santacruz East,1,1,0,120
,1000,750,5,1,,Santacruz East,2,2,2,220
,420,332,4,1,2,Santacruz East,1,1,0,120
,530,435,5,1,2,Santacruz East,1,1,0,148
,860,720,1,1,,Santacruz East,2,2,1,250
620,540,520,8,1,,Santacruz East,2,1,1,130
1155,,700,5,1,1,Santacruz East,2,2,3,245
,,2500,1,2,0,Santacruz East,2,1,0,825
1000,820,680,3,1,,Santacruz East,2,2,0,300
1040,845,650,4,1,2,Santacruz East,2,2,0,190
1147,,717,5,,,Santacruz East,2,2,0,310
,,400,5,,,Santacruz East,2,1,0,121
1760,,1100,6,2,1,Santacruz East,3,3,1,470
,,660,8,1,,Santacruz East,2,2,1,230
980,,723,6,1,2,Santacruz East,2,2,2,230
600,,450,2,1,,Santacruz East,1,1,0,125
1000,850,665,5,1,2,Santacruz East,3,2,0,200
,,665,5,1,1,Santacruz East,3,2,0,200
,650,,7,1,2,Santacruz East,1,1,0,135
,1000,800,2,1,,Santacruz East,2,2,2,190
,,600,5,1,1,Santacruz East,1,1,1,180
1200,1050,900,5,2,,Santacruz East,2,2,1,260
,,665,5,1,,Santacruz East,3,2,0,200
1865,,1076,8,2,2,Santacruz East,3,4,0,400
980,,658,9,1,2,Santacruz East,2,2,0,251
,,2500,1,1,,Santacruz East,2,1,0,825
,608,,1,1,,Santacruz East,1,1,0,100
,586,500,5,1,1,Santacruz East,1,1,1,105
,533,,,,0,Santacruz East,1,1,0,95
1000,,,5,1,,Santacruz East,2,2,3,200
1960,1600,1230,3,2,,Santacruz East,2,3,1,260
,,,2,,,Santacruz East,1,1,1,77
,,478,1,1,2,Santacruz East,1,1,0,125
,390,,1,2,1,Santacruz East,1,1,1,95
575,,,,1,,Santacruz East,2,1,0,115
560,500,,6,,1,Santacruz East,1,1,1,120
900,680,650,7,1,1,Santacruz East,2,2,0,170
,,120,,,,Santacruz East,1,1,1,29.5
,612,,,1,,Santacruz East,1,1,2,135
,1200,790,2,2,1,Santacruz East,3,2,1,186
,845,580,10,,0,Santacruz East,2,2,0,175
,310,225,7,1,2,Santacruz East,1,1,0,62
,410,292,10,2,,Santacruz East,2,1,1,86
945,,652,11,,,Santacruz East,2,2,0,250
1100,900,669,1,1,,Santacruz East,2,2,0,180
,850,700,6,1,,Santacruz East,2,2,0,300
490,,,1,1,,Santacruz East,1,1,1,105
,275,,5,,2,Santacruz East,1,1,0,40
923,699,580,6,1,,Santacruz East,2,2,0,160
,,,2,,,Santacruz East,2,2,0,28
,1655,,13,1,2,Santacruz East,3,3,1,331
532,,,3,1,2,Santacruz East,1,1,1,95
,,790,,1,,Santacruz East,2,2,0,275
,532,427,3,1,2,Santacruz East,1,1,0,97
,,766,4,1,1,Santacruz East,2,2,3,250
,550,500,,,0,Santacruz East,1,2,1,70
,450,400,2,,0,Santacruz East,2,1,1,44.99
1518,,,12,1,,Santacruz East,3,3,3,300
995,,772,4,1,0,Santacruz East,2,2,0,340
,1000,,2,,,Santacruz East,2,2,0,190
,1000,900,1,2,,Santacruz East,1,2,0,800
,,700,4,1,,Santacruz East,2,2,0,250
,1500,,,1,,Santacruz East,4,3,,1300
,995,,10,1,,Santacruz East,2,1,2,205
,,972,10,1,1,Santacruz East,3,1,3,390
,,350,1,1,,Santacruz East,1,1,1,70
,980,,5,,2,Santacruz East,2,0,2,265
,,525,4,1,,Santacruz East,1,0,1,165
,,650,4,1,0,Santacruz East,2,0,2,150
,600,550,1,1,,Santacruz East,2,0,2,120
1150,,,5,2,2,Santacruz East,2,1,1,150
,625,575,4,,0,Santacruz East,1,0,2,125
,510,350,2,5,,Santacruz East,1,2,1,105
1000,942,753,2,1,,Santacruz East,2,3,2,195
,750,,1,1,0,Santacruz East,2,3,2,170
1200,980,780,5,,,Santacruz East,2,0,2,265
,,600,,1,2,Santacruz East,2,0,1,215
750,700,650,5,7,,Santacruz East,2,3,2,210
,725,,6,1,1,Santacruz East,2,0,2,218
,,595,3,1,1,Santacruz East,2,2,2,275
652,,437,2,,2,Santacruz East,1,0,1,97
530,500,490,1,1,2,Santacruz East,1,0,1,205
,705,,8,,1,Santacruz East,2,0,2,180
,,230,1,1,0,Santacruz East,1,0,1,100
,,432,,1,0,Santacruz East,1,0,1,160
,,640,3,1,0,Santacruz East,2,2,1,300
,,764,7,1,1,Santacruz East,2,1,2,240
,300,,1,,2,Santacruz East,1,1,1,12
918,,,3,1,,Santacruz East,2,2,2,600
,,430,7,,,Santacruz East,1,0,1,85
,,800,2,1,,Santacruz East,3,0,3,240
,510,360,4,,,Santacruz East,1,3,1,120
,520,,10,,,Santacruz East,1,1,1,120
,300,225,2,,0,Santacruz East,1,0,1,75
1100,900,780,1,1,0,Santacruz East,2,2,2,185
,225,180,1,,2,Santacruz East,1,0,1,50
,2170,1350,1,2,,Santacruz East,3,0,4,608
,900,825,7,1,1,Santacruz East,3,0,2,275
,2750,,6,2,2,Santacruz East,4,3,4,750
1910,,,6,,2,Santacruz East,3,1,3,450
,,650,1,1,2,Santacruz East,2,0,2,250
,915,,3,,,Santacruz East,2,,1,300
,,,1,3,,Santacruz East,1,2,3,1200
,,957,4,1,2,Santacruz East,1,2,2,360
,300,,1,,,Santacruz East,0,1,1,31
600,550,,6,1,,Santacruz East,0,1,1,130
816,663,510,4,1,2,Santacruz East,1,1,1,100
,550,420,8,1,,Santacruz East,1,1,1,90
750,,550,1,1,1,Santacruz East,3,2,1,120
600,,400,4,,2,Santacruz East,0,2,1,125
800,650,500,4,1,2,Santacruz East,1,1,1,100
,900,490,1,,,Santacruz East,0,1,1,200
620,450,,7,,,Santacruz East,1,1,1,69
770,670,480,2,1,,Santacruz East,1,1,1,125
1000,820,630,2,1,2,Santacruz East,0,2,2,180
900,800,650,3,1,2,Santacruz East,0,2,2,160
,420,360,,1,,Santacruz East,0,1,1,85
1037,842,648,4,1,2,Santacruz East,0,2,2,175
,,650,1,1,2,Santacruz East,0,2,2,250
,,800,3,1,2,Santacruz East,0,3,3,240
800,,750,2,1,,Santacruz East,2,2,2,160
,5500,4500,2,3,0,Santacruz East,0,5,5,1000
,900,750,4,1,0,Santacruz East,2,2,2,140
620,550,488,6,1,,Santacruz East,0,1,1,120
,900,680,3,1,,Santacruz East,0,2,2,200
1080,876,675,1,1,,Santacruz East,1,2,2,185
,,1196,5,2,,Santacruz East,1,3,3,470
,280,230,4,,,Santacruz East,0,1,1,70
,,650,7,1,,Santacruz East,0,2,2,170
1048,852,655,3,1,2,Santacruz East,0,2,2,211
950,750,480,8,1,,Santacruz East,1,1,1,132
500,,450,3,1,,Santacruz East,1,1,1,150
1100,,750,5,1,2,Santacruz East,0,2,2,190
1040,845,650,3,1,0,Santacruz East,1,2,2,175
,835,,1,,2,Santacruz East,0,2,2,169
,,310,2,1,,Santacruz East,0,1,1,110
600,500,380,7,1,2,Santacruz East,1,1,1,120
700,,,1,1,,Santacruz East,2,2,2,200
1200,1150,680,7,1,2,Santacruz East,0,2,2,197
,887,682,3,1,2,Santacruz East,3,2,2,180
1440,1170,900,2,1,2,Santacruz East,3,3,3,300
,,420,5,,,Santacruz East,0,2,1,120
,475,,,,,Santacruz East,0,1,1,100
1320,1220,815,5,1,2,Santacruz East,0,3,3,249
,1350,,2,1,1,Santacruz East,2,3,3,310
,750,,5,,,Santacruz East,2,2,2,280
625,510,,5,1,1,Santacruz East,,1,1,148
680,600,550,5,1,2,Santacruz East,2,1,1,160
1150,1000,700,12,1,0,Santacruz East,2,2,1,300
1040,845,650,4,1,,Santacruz East,2,2,1,200
656,533,410,3,1,2,Santacruz East,1,1,1,120
1100,,655,5,1,0,Santacruz East,2,2,0,200
1456,,884,8,2,,Santacruz East,3,3,0,335
681,553,426,5,1,2,Santacruz East,2,1,0,140
,600,,1,1,1,Santacruz East,2,1,,140
995,,,3,1,2,Santacruz East,2,0,2,168
1000,,710,5,1,,Santacruz East,2,0,2,225
1000,800,655,5,1,2,Santacruz East,2,0,2,200
,540,480,4,1,,Santacruz East,1,0,1,130
,,431,1,1,,Santacruz East,1,0,2,140
950,,650,,1,,Santacruz East,2,0,2,160
,,679,1,1,,Santacruz East,2,0,2,220
1100,911,807,14,1,1,Santacruz East,3,0,2,250
790,725,648,9,1,1,Santacruz East,2,0,2,210
900,,600,2,1,1,Santacruz East,2,0,2,190
,,750,6,1,1,Santacruz East,2,0,2,275
1275,,771,6,1,2,Santacruz East,2,0,2,276
1830,1456,1232,7,1,2,Santacruz East,3,2,2,347
925,,555,6,1,2,Santacruz East,2,1,2,212
1035,,670,3,1,2,Santacruz East,2,0,2,208
981,,,5,1,2,Santacruz East,2,1,2,250
,1400,,6,1,,Santacruz East,3,0,2,350
,,800,3,1,,Santacruz East,3,1,2,200
,,870,5,2,,Santacruz East,2,0,2,220
,503,,1,,,Santacruz East,1,,1,200
,,510,3,,,Santacruz East,2,1,1,200
650,620,460,4,,0,Santacruz East,3,1,1,135
,720,,1,,,Santacruz East,0,2,2,182
,1500,,7,1,,Santacruz East,0,3,3,301
,612,512,4,,1,Santacruz East,1,2,2,244
,,425,10,1,,Santacruz East,0,1,1,115
,600,,6,1,0,Santacruz East,1,1,1,110
,,700,12,1,2,Santacruz East,3,2,2,240
,600,,,1,,Santacruz East,1,1,1,130
,,,1,,,Santacruz East,0,1,1,40
,,2100,3,1,0,Santacruz East,0,4,3,850
,,510,3,,,Santacruz East,2,1,1,200
,,315,1,1,2,Santacruz East,0,1,1,110
,1000,,10,1,,Santacruz East,0,2,2,245
,1000,,10,1,,Santacruz East,0,2,2,250
250,,,6,,,Santacruz East,0,1,1,62
,550,,2,,,Santacruz East,1,1,1,120
,1850,,1,1,,Santacruz East,3,3,3,425
450,400,332,4,,,Santacruz East,0,1,1,105
,250,,4,1,2,Santacruz East,0,1,1,45
800,700,570,6,1,0,Santacruz East,3,2,2,159
,1500,,10,1,,Santacruz East,0,3,3,310
,,679,8,1,,Santacruz East,0,2,2,227
,,39.5,1,,0,Santacruz East,0,1,1,160
,514,,5,2,0,Santacruz East,1,1,1,105
730,,526,6,,1,Santacruz East,0,2,2,180
,1000,,8,1,,Santacruz East,0,2,2,299
,300,250,1,,,Santacruz East,1,1,1,75
,750,,,,,Santacruz East,3,2,2,195
,,867,10,1,,Santacruz East,2,2,3,300
,,600,6,1,,Santacruz East,0,2,2,195
,950,650,7,,,Santacruz East,0,2,2,196
230,,,1,,1,Santacruz East,1,1,1,100
,650,,3,1,,Santacruz East,2,2,1,135
400,,240,,1,1,Santacruz East,0,1,1,70
350,,,5,,,Santacruz East,0,1,1,45
,,1050,5,1,,Santacruz East,0,3,3,400
,,1100,7,2,0,Santacruz East,2,4,3,425
,,,1,,,Santacruz East,1,1,1,78
600,,400,5,,2,Santacruz East,0,2,1,130
650,,450,1,,,Santacruz East,0,2,1,85
600,,411,2,,,Santacruz East,0,2,1,135
1072,871,670,5,1,0,Santacruz East,2,2,2,175
600,,450,3,1,,Santacruz East,1,1,1,90
1193,969,746,4,1,2,Santacruz East,2,2,2,220
1060,861,663,3,1,2,Santacruz East,2,2,2,220
,730,625,5,1,,Santacruz East,0,1,1,160
,520,450,3,1,,Santacruz East,0,1,1,130
,960,800,3,1,,Santacruz East,0,2,2,210
,550,440,8,1,2,Santacruz East,1,1,1,135
,530,450,4,1,,Santacruz East,0,1,1,140
,520,425,9,1,2,Santacruz East,3,1,1,115
700,,550,,1,2,Santacruz East,0,2,1,120
1100,,750,5,1,0,Santacruz East,0,2,2,240
600,,400,5,,2,Santacruz East,0,2,1,125
1000,975,780,6,2,,Santacruz East,3,2,2,300
750,,510,3,1,2,Santacruz East,0,2,2,145
,750,630,1,1,,Santacruz East,0,2,2,200
1100,,655,6,1,0,Santacruz East,0,2,2,197
,540,450,1,1,,Santacruz East,0,1,1,125
,550,460,6,1,,Santacruz East,0,1,1,135
,640,525,7,1,,Santacruz East,0,1,1,125
,525,435,8,1,1,Santacruz East,0,1,1,140
,780,650,3,1,,Santacruz East,0,2,2,210
,900,735,4,1,,Santacruz East,0,2,2,220
,540,435,4,1,,Santacruz East,0,1,1,150
,540,450,7,1,,Santacruz East,0,1,1,165
,900,735,2,1,,Santacruz East,0,2,2,200
,540,435,2,1,,Santacruz East,0,1,1,135
,540,470,7,1,1,Santacruz East,0,1,1,145
,,435,5,1,2,Santacruz East,0,1,1,145
,1160,880,5,1,,Santacruz East,0,2,2,325
925,810,700,6,2,2,Santacruz East,0,2,2,175
744,604,465,5,1,2,Santacruz East,0,2,1,140
625,550,450,2,1,2,Santacruz East,0,1,1,160
,750,630,3,1,,Santacruz East,0,2,2,230
,1150,940,7,1,,Santacruz East,0,2,2,275
,900,735,9,1,,Santacruz East,0,2,2,225
,750,635,5,1,,Santacruz East,1,2,2,200
,950,780,10,1,,Santacruz East,0,2,2,275
,950,780,11,1,,Santacruz East,1,2,2,280
,720,,1,,,Santacruz East,1,3,2,70
700,,510,2,1,,Santacruz East,0,2,2,155
900,,600,7,1,,Santacruz East,0,2,2,180
,865,521,6,1,,Santacruz East,0,2,2,191
,,2500,1,2,0,Santacruz East,0,2,1,825
,514,,5,2,0,Santacruz East,1,1,1,105
,,650,1,1,2,Santacruz East,0,2,2,250
1147,,717,5,,,Santacruz East,0,2,2,310
,600,,6,1,0,Santacruz East,1,1,1,110
,,634,5,1,1,Santacruz East,1,2,2,215
,,510,3,,,Santacruz East,2,1,1,200
